"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","log.volatile.acidity","log.chlorides","nonfree.sulfur.dioxide","log.density","log.pH","log.sulphates","log.alcohol","quality.binary "
"820",9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,5,-0.415515443961666,-2.33304430047875,50,-0.000240028804608848,1.18784342239605,-0.616186139423817,2.26176309847379,0
"821",7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5,-0.378336440719912,-2.31263542884755,13,-0.00394778224809734,1.20597080698861,-0.510825623765991,2.27212588550934,0
"822",4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,7,-0.867500567704723,-3.03655426807425,26,-0.00849598892126432,1.31103187661934,-0.301105092783922,2.63905732961526,1
"823",6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,-0.616186139423817,-2.57702193869581,21,-0.00270365157431482,1.28370777234479,-0.446287102628419,2.28238238567653,0
"824",6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,-0.616186139423817,-2.57702193869581,21,-0.00270365157431482,1.28370777234479,-0.446287102628419,2.28238238567653,0
"825",7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,5,-0.7339691750802,-2.68824757380603,10,-0.00318506694477433,1.17557332980424,-0.63487827243597,2.33214389523559,0
"826",7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,-0.776528789498996,-2.57702193869581,22,-0.00376708656924403,1.21194097397511,-0.713349887877465,2.37024374146786,0
"827",7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7,-1.30933331998376,-2.99573227355399,4,-0.00491204436102064,1.22377543162212,-0.446287102628419,2.39789527279837,1
"828",7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,-0.776528789498996,-2.57702193869581,22,-0.00376708656924403,1.21194097397511,-0.713349887877465,2.37024374146786,0
"829",7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8,-0.562118918153541,-2.7333680090865,11,-0.00584706079192715,1.24126858906963,-0.301105092783922,2.54160199346455,1
"830",5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,-0.49429632181478,-2.64507540194082,8,-0.00625955017114412,1.26976054486394,-0.261364764134408,2.40694510831829,0
"831",7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4,-0.378336440719912,-2.84731226843572,4,-0.00368678785799512,1.21787570949493,-0.59783700075562,2.3887627892351,0
"832",5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,-0.49429632181478,-2.64507540194082,8,-0.00625955017114412,1.26976054486394,-0.261364764134408,2.40694510831829,0
"833",10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3,-0.82098055206983,-1.93102153656156,14,-0.00168141278253807,1.21787570949493,-0.150822889734584,2.29253475714054,0
"834",11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,4,-0.755022584278033,-1.9173226922034,15,-0.0016413462721255,1.21787570949493,-0.150822889734584,2.29253475714054,0
"835",8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,5,-0.378336440719912,-2.43041846450393,7,-0.00306469137284511,1.1999647829284,-0.755022584278033,2.24070968927596,0
"836",7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5,-0.407968238326283,-2.71810053695571,28,-0.00345596497339036,1.22082992139236,-0.673344553263766,2.23001440015921,0
"837",6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,-1.27296567581289,-4.42284862919414,64,-0.00940408007529395,1.18172719537862,-0.941608539858445,2.45958884180371,1
"838",6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,-1.27296567581289,-4.42284862919414,64,-0.00940408007529395,1.18172719537862,-0.941608539858445,2.45958884180371,1
"839",10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7,-1.17118298150295,-2.59026716544583,19,-0.00328539099152921,1.17557332980424,-0.186329578191493,2.41591377830105,1
"840",6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5,-0.693147180559945,-2.3859667019331,13,-0.00353624515125404,1.24126858906963,-0.755022584278033,2.30258509299405,0
"841",11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,7,-0.867500567704723,-2.46510402249182,25,-0.00264349094541751,1.17557332980424,-0.261364764134408,2.4932054526027,1
"842",6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,5,-0.415515443961666,-2.16282315061889,10,-0.00371689911910728,1.23837423104327,-0.462035459596559,2.33214389523559,0
"843",10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,6,-0.693147180559945,-2.12863178587061,34,-0.0029242715172468,1.17248213723457,-0.328504066972036,2.3887627892351,0
"844",7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5,-0.378336440719912,-2.43041846450393,83,-0.00370686193132651,1.18784342239605,-0.478035800943,2.24070968927596,0
"845",9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6,-1.38629436111989,-2.78062089393705,16,-0.00410842804454319,1.15688119679209,-0.186329578191493,2.36085400111802,0
"846",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,-0.446287102628419,-2.5133061243097,17,-0.00311484610018944,1.27815220250019,-0.415515443961666,2.28238238567653,0
"847",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,-0.446287102628419,-2.5133061243097,17,-0.00311484610018944,1.27815220250019,-0.415515443961666,2.28238238567653,0
"848",7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,6,-0.385662480811985,-2.55104645229255,27,-0.00230264906267556,1.25276296849537,-0.356674943938732,2.29253475714054,0
"849",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,-0.446287102628419,-2.5133061243097,17,-0.00311484610018944,1.27815220250019,-0.415515443961666,2.28238238567653,0
"850",6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,5,-0.462035459596559,-2.52572864430826,20,-0.00311484610018944,1.27536280041261,-0.415515443961666,2.28238238567653,0
"851",9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,-0.843970070294529,-2.46510402249182,13,-0.0029242715172468,1.18784342239605,-0.59783700075562,2.2512917986065,0
"852",9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,-0.843970070294529,-2.46510402249182,13,-0.0029242715172468,1.18784342239605,-0.59783700075562,2.2512917986065,0
"853",8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5,-0.867500567704723,-2.52572864430826,96,-0.00199198268079312,1.16938135955632,0.0676586484738149,2.27212588550934,0
"854",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,-1.02165124753198,-2.52572864430826,14,-0.00348606928483175,1.24415459395877,-0.3147107448397,2.3887627892351,0
"855",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,-1.02165124753198,-2.52572864430826,14,-0.00348606928483175,1.24415459395877,-0.3147107448397,2.3887627892351,0
"856",7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7,-0.3078847797693,-2.64507540194082,4,-0.00463070518469451,1.25561603747777,-0.342490308946776,2.45958884180371,1
"857",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,-1.02165124753198,-2.52572864430826,14,-0.00348606928483175,1.24415459395877,-0.3147107448397,2.3887627892351,0
"858",8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7,-1.34707364796661,-2.61729583783375,31,-0.00406826417595404,1.22377543162212,-0.2484613592985,2.42480272571829,1
"859",11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,7,-1.27296567581289,-2.91877123241786,15,-0.00314494014407872,1.14740245283754,-0.400477566597125,2.36085400111802,1
"860",6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,-0.579818495252942,-2.60369018577797,9,-0.00563585161862953,1.22377543162212,-0.198450938723838,2.41591377830105,0
"861",7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,-0.478035800943,-2.56394985712845,70,-0.00254323127278163,1.25561603747777,-0.616186139423817,2.2512917986065,0
"862",5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6,0.00995033085316809,-3.24419363285249,73,-0.00645076149546259,1.29746314741327,-0.510825623765991,2.4423470353692,0
"863",7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5,-0.867500567704723,-2.70306265959117,18,-0.00372693640763431,1.17557332980424,-0.82098055206983,2.34180580614733,0
"864",7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5,-0.478035800943,-2.55104645229255,67,-0.00254323127278163,1.25561603747777,-0.63487827243597,2.27212588550934,0
"865",7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,-0.478035800943,-2.56394985712845,70,-0.00254323127278163,1.25561603747777,-0.616186139423817,2.2512917986065,0
"866",7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,5,-0.454130280089445,-2.56394985712845,70,-0.00252318054443834,1.25561603747777,-0.616186139423817,2.27212588550934,0
"867",6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6,-0.713349887877465,-2.64507540194082,11,-0.00563585161862953,1.22671229129543,-0.186329578191493,2.42480272571829,0
"868",6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,6,-0.673344553263766,-2.63108915996608,9,-0.00563585161862953,1.22377543162212,-0.174353387144778,2.41591377830105,0
"869",6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,-0.579818495252942,-2.60369018577797,9,-0.00563585161862953,1.22377543162212,-0.198450938723838,2.41591377830105,0
"870",7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,6,-0.462035459596559,-2.52572864430826,16,-0.00422892933003617,1.23547147138531,-0.446287102628419,2.3887627892351,0
"871",7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,-0.335472736288129,-2.74887219562247,12,-0.00630986539603873,1.22671229129543,-0.562118918153541,2.46809953147162,0
"872",6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,5,-0.579818495252942,-2.45340798272863,10,-0.00479146073613065,1.26129787094521,-0.562118918153541,2.36085400111802,0
"873",7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,4,-1.04982212449868,-2.70306265959117,20,-0.00424901428941481,1.23256026117785,-0.616186139423817,2.30258509299405,0
"874",9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7,-1.56064774826467,-2.70306265959117,4,-0.00449006527286478,1.17248213723457,-0.544727175441672,2.40694510831829,1
"875",10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7,-0.967584026261706,-2.26336437984076,4,-0.00336565747630169,1.13783300182139,-0.430782916092454,2.46809953147162,1
"876",8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7,-1.17118298150295,-2.21640739675299,9,-0.00386746902649021,1.19694818938897,-0.23572233352107,2.46809953147162,1
"877",7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,4,-0.755022584278033,-2.70306265959117,7,-0.00484170214611614,1.22377543162212,-0.544727175441672,2.3887627892351,0
"878",7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,-0.335472736288129,-2.74887219562247,12,-0.00630986539603873,1.22671229129543,-0.562118918153541,2.46809953147162,0
"879",8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,-0.49429632181478,-2.36446049671213,39,-0.00213227167635361,1.16938135955632,-0.693147180559945,2.30258509299405,0
"880",7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5,-0.510825623765991,-2.57702193869581,70,-0.00255325678771729,1.26129787094521,-0.59783700075562,2.2512917986065,0
"881",9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,5,-0.579818495252942,-2.55104645229255,11,-0.00424901428941481,1.14740245283754,-0.713349887877465,2.29253475714054,0
"882",7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6,-0.335472736288129,-2.68824757380603,5,-0.00468093851854073,1.24703229378638,-0.430782916092454,2.43361335540045,0
"883",8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6,-1.17118298150295,-1.63989711991881,12,-0.00465079821542738,1.16938135955632,-0.2484613592985,2.484906649788,0
"884",7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5,-0.510825623765991,-2.57702193869581,70,-0.00255325678771729,1.26129787094521,-0.59783700075562,2.2512917986065,0
"885",8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,-0.49429632181478,-2.36446049671213,39,-0.00213227167635361,1.16938135955632,-0.693147180559945,2.30258509299405,0
"886",8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,5,-0.287682072451781,-2.45340798272863,21,-0.00176155061966081,1.20597080698861,-0.446287102628419,2.35137525716348,0
"887",9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,6,-0.22314355131421,-2.48891467118554,20,-0.0016413462721255,1.20297230399235,-0.430782916092454,2.34180580614733,0
"888",10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7,-0.653926467406664,-2.71810053695571,27,-0.00423897175929973,1.14740245283754,-0.23572233352107,2.4932054526027,1
"889",6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6,-0.562118918153541,-2.63108915996608,32,-0.00510299817590323,1.23256026117785,-0.579818495252942,2.41591377830105,0
"890",10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,5,-0.105360515657826,-2.18925640768704,76,0.00288583197845722,1.16938135955632,-0.385662480811985,2.23001440015921,0
"891",7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,5,-1.07880966137193,-2.64507540194082,22,-0.00424901428941481,1.23547147138531,-0.544727175441672,2.31253542384721,0
"892",7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,-0.415515443961666,-2.55104645229255,70,-0.00257330811912639,1.26129787094521,-0.562118918153541,2.27212588550934,0
"893",10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,6,-0.798507696217772,-2.50103603171788,8,-0.00226255765425908,1.16938135955632,-0.430782916092454,2.23001440015921,0
"894",7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,-0.415515443961666,-2.55104645229255,70,-0.00257330811912639,1.26129787094521,-0.562118918153541,2.27212588550934,0
"895",7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,6,-0.462035459596559,-2.52572864430826,71,-0.00255325678771729,1.26129787094521,-0.544727175441672,2.28238238567653,0
"896",7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,-0.527632742082372,-2.52572864430826,16,-0.00451015547788602,1.22964055107451,-0.544727175441672,2.37024374146786,0
"897",8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,-1.17118298150295,-2.55104645229255,26,-0.00557551433318564,1.19694818938897,-0.261364764134408,2.52572864430826,1
"898",7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,-0.527632742082372,-2.52572864430826,16,-0.00451015547788602,1.22964055107451,-0.544727175441672,2.37024374146786,0
"899",8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,-1.17118298150295,-2.55104645229255,26,-0.00557551433318564,1.19694818938897,-0.261364764134408,2.52572864430826,1
"900",8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3,0.0198026272961797,-2.47693848013882,5,-0.00108058362024439,1.24703229378638,-0.713349887877465,2.39789527279837,0
"901",8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,5,-1.17118298150295,-2.88240358824699,29,-0.00438962030155783,1.22377543162212,-0.371063681390832,2.46809953147162,0
"902",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,-0.454130280089445,-2.52572864430826,17,-0.00264349094541751,1.27536280041261,-0.371063681390832,2.37954613413017,1
"903",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,-0.454130280089445,-2.52572864430826,17,-0.00264349094541751,1.27536280041261,-0.371063681390832,2.37954613413017,1
"904",6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,-0.527632742082372,-2.81341071676004,7,-0.00380723834295407,1.22671229129543,-0.527632742082372,2.37954613413017,1
"905",6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,-0.527632742082372,-2.81341071676004,7,-0.00380723834295407,1.22671229129543,-0.527632742082372,2.37954613413017,1
"906",9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5,-0.544727175441672,-2.5133061243097,100,-0.00200200267067308,1.17248213723457,-0.527632742082372,2.2512917986065,0
"907",7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5,-0.616186139423817,-2.47693848013882,66,-0.00360649559411174,1.22082992139236,-0.342490308946776,2.39789527279837,0
"908",6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6,-0.579818495252942,-2.53830742651512,3,-0.00521356705288743,1.27815220250019,-0.616186139423817,2.4423470353692,0
"909",7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,6,-0.653926467406664,-2.55104645229255,27,-0.00473117437590155,1.23256026117785,-0.527632742082372,2.37954613413017,0
"910",7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,-1.18744350237473,-2.83021783507642,4,-0.00671247835957528,1.19088756477728,-0.653926467406664,2.4423470353692,0
"911",9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6,-0.967584026261706,-2.02495335639577,8,-0.00423897175929973,1.17248213723457,-0.562118918153541,2.58021682959233,0
"912",9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6,-1.27296567581289,-2.17155683058764,6,-0.000990490373673275,1.15688119679209,-0.510825623765991,2.3887627892351,0
"913",10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6,-0.776528789498996,-2.7333680090865,4,-0.00326532537696902,1.20297230399235,-0.478035800943,2.50143595173921,0
"914",9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,7,-0.928869514081015,-2.36446049671213,7,-0.00361653177454223,1.18478998490916,-0.446287102628419,2.50143595173921,1
"915",7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,-1.18744350237473,-2.83021783507642,4,-0.00671247835957528,1.19088756477728,-0.653926467406664,2.4423470353692,0
"916",8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6,-1.1551826401565,-2.53830742651512,3,-0.00489194608042774,1.18478998490916,-0.400477566597125,2.47653840011748,0
"917",5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,5,-0.335472736288129,-1.82635091399767,55,-0.00606837540160672,1.28647402583768,-0.49429632181478,2.39789527279837,0
"918",6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,-0.891598119283784,-2.47693848013882,19,-0.00176155061966081,1.21787570949493,-0.446287102628419,2.31253542384721,0
"919",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,-1.02165124753198,-2.5133061243097,47,-0.00360649559411174,1.19392246847243,-0.328504066972036,2.39789527279837,0
"920",8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,-0.478035800943,-2.63108915996608,8,-0.00497234162655798,1.21787570949493,-0.116533816255952,2.46809953147162,0
"921",9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,5,-0.891598119283784,-2.39689577246529,13,-0.00214229307203343,1.17557332980424,-0.579818495252942,2.35137525716348,0
"922",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,-1.02165124753198,-2.5133061243097,47,-0.00360649559411174,1.19392246847243,-0.328504066972036,2.39789527279837,0
"923",8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,-0.478035800943,-2.63108915996608,8,-0.00497234162655798,1.21787570949493,-0.116533816255952,2.46809953147162,0
"924",6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,-0.891598119283784,-2.47693848013882,19,-0.00176155061966081,1.21787570949493,-0.446287102628419,2.31253542384721,0
"925",8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,-0.755022584278033,-2.90042209374967,14,-0.00485175073102432,1.15688119679209,-0.22314355131421,2.41591377830105,0
"926",8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7,-1.51412773262978,-2.74887219562247,24,-0.00396786156138563,1.24415459395877,-0.139262067333508,2.39789527279837,1
"927",9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6,-1.42711635564015,-2.79688141480883,21,-0.00214229307203343,1.24415459395877,-0.105360515657826,2.32238772029023,0
"928",8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,4,-0.400477566597125,-2.37515578582888,64,-0.00264349094541751,1.16315080980568,-0.527632742082372,2.21920348405499,0
"929",8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,-0.755022584278033,-2.90042209374967,14,-0.00485175073102432,1.15688119679209,-0.22314355131421,2.41591377830105,0
"930",8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7,-1.10866262452161,-2.7646205525906,9,-0.00533420159070198,1.19392246847243,-0.3147107448397,2.484906649788,1
"931",6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,-0.49429632181478,-2.52572864430826,17,-0.00254323127278163,1.30562645805244,-0.3147107448397,2.35137525716348,0
"932",7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,-0.49429632181478,-2.60369018577797,25,-0.00252318054443834,1.24703229378638,-0.430782916092454,2.28238238567653,0
"933",7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6,-0.916290731874155,-2.55104645229255,37,-0.00290421314738983,1.23837423104327,-0.527632742082372,2.2512917986065,0
"934",7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,-0.49429632181478,-2.60369018577797,25,-0.00252318054443834,1.24703229378638,-0.430782916092454,2.28238238567653,0
"935",6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,-0.49429632181478,-2.52572864430826,17,-0.00254323127278163,1.30562645805244,-0.3147107448397,2.35137525716348,0
"936",8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,-1.20397280432594,-2.81341071676004,53,-0.00458047437410936,1.22082992139236,-0.328504066972036,2.46809953147162,0
"937",8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,-1.20397280432594,-2.81341071676004,53,-0.00458047437410936,1.22082992139236,-0.328504066972036,2.46809953147162,0
"938",12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,4,-0.462035459596559,-2.64507540194082,20,-0.00209218709788766,1.12167756159911,-0.510825623765991,2.34180580614733,0
"939",7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,7,-0.967584026261706,-2.68824757380603,19,-0.00646082626223693,1.20597080698861,-0.328504066972036,2.55722731136763,1
"940",6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,5,-0.776528789498996,-2.61729583783375,4,-0.00576659489433708,1.28370777234479,-0.616186139423817,2.43361335540045,0
"941",9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7,-1.10866262452161,-2.60369018577797,12,-0.00492209365279695,1.21194097397511,-0.27443684570176,2.51769647261099,1
"942",9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7,-1.30933331998376,-2.50103603171788,8,-0.00517335877399747,1.16002091679675,-0.653926467406664,2.52572864430826,1
"943",10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7,-0.843970070294529,-2.3859667019331,39,-0.00166137932666619,1.16938135955632,-0.446287102628419,2.30258509299405,1
"944",9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7,-0.693147180559945,-2.36446049671213,35,-0.00136092563934155,1.17557332980424,-0.510825623765991,2.27212588550934,1
"945",8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7,-1.20397280432594,-2.40794560865187,13,-0.00503264252807468,1.18478998490916,-0.446287102628419,2.4932054526027,1
"946",10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7,-0.82098055206983,-2.64507540194082,13,-0.0043494451378387,1.14422279992016,-0.23572233352107,2.40694510831829,1
"947",10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,7,-0.82098055206983,-2.3859667019331,13,-0.00255325678771729,1.19088756477728,-0.0100503358535015,2.484906649788,1
"948",8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,-1.27296567581289,-2.37515578582888,6,-0.00593759266675337,1.18172719537862,-0.478035800943,2.51769647261099,1
"949",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,-2.12026353620009,-2.59026716544583,11,-0.00449006527286478,1.22671229129543,-0.27443684570176,2.47653840011748,1
"950",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,-2.12026353620009,-2.59026716544583,11,-0.00449006527286478,1.22671229129543,-0.27443684570176,2.47653840011748,1
"951",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,-2.12026353620009,-2.59026716544583,11,-0.00449006527286478,1.22671229129543,-0.27443684570176,2.47653840011748,1
"952",8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,-1.27296567581289,-2.37515578582888,6,-0.00593759266675337,1.18172719537862,-0.478035800943,2.51769647261099,1
"953",8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,7,-1.17118298150295,-2.84731226843572,4,-0.00465079821542738,1.19694818938897,-0.385662480811985,2.41591377830105,1
"954",10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7,-1.07880966137193,-2.95651156040071,4,-0.00543474149004569,1.16315080980568,-0.371063681390832,2.4932054526027,1
